166626	Anne Rice	Yes	Yes	=	Anne Rice	=
166626	was born	Yes	Yes	=	spent Born	=
166626	in New Jersey	Yes	Yes	=	in New Orleans Texas	|
Gold Verdict: NOT ENOUGH INFO

140846	Shooter	Yes	Yes	=	Shooter	=
140846	is an expert marksman	Yes	Yes	=	an expert marksman	=
140846	who tries to stop the assassination	Yes	Yes	=	who is to the kill	!
140846	of the president	Yes	Yes	=	of the president	=
Gold Verdict: NOT ENOUGH INFO

167997	Don Bradman	Yes	Yes	=	Don Bradman	=
167997	retired	Yes	Yes	=	retirement	=
167997	from soccer	Yes	Yes	=	of cricket	|
Gold Verdict: NOT ENOUGH INFO

192714	CBS	Yes	Yes	=	CBS	=
192714	is the network	No	Yes	=	The series	#
192714	that aired	Yes	Yes	=	as aired	=
192714	The Millers	Yes	Yes	=	The Millers	=
Gold Verdict: SUPPORTS

71182	Annette Badland was in the 2015 NBA Finals	Yes	Yes	=	Julia Holland is on a 1985 BBC opera One	|
Gold Verdict: NOT ENOUGH INFO

107786	Ann Richards	Yes	Yes	=	Ann Richards	=
107786	was professionally involved	No	Yes	=	was frequently noted	#
107786	in politics	Yes	Yes	=	in re-election	<
Gold Verdict: SUPPORTS

197381	Simón Bolívar	Yes	Yes	=	Simón Bolívar	=
197381	is only known	No	Yes	=	was leading known	#
197381	as Simón Bolívar	Yes	Yes	=	as Bolívar	=
Gold Verdict: REFUTES

32266	Colin Kaepernick	Yes	Yes	=	Colin Kaepernick	=
32266	became a starter during the 49ers 63rd season	Yes	Yes	=	became a starter in the 49ers season	=
32266	in the Republican Party	Yes	Yes	=	in the middle	|
Gold Verdict: NOT ENOUGH INFO

196758	Marnie	Yes	Yes	=	Marnie	=
196758	was directed by someone who was The Master	Yes	Yes	=	was director as an to The Master	=
196758	of Nothing "	Yes	Yes	=	of Suspense "	!
Gold Verdict: NOT ENOUGH INFO

142454	Advertising	Yes	Yes	=	Advertising	=
142454	is a personal message	Yes	Yes	=	is a personal message	=
Gold Verdict: REFUTES

147411	Hot Right Now	Yes	Yes	=	Hot Right Now	=
147411	is mistakenly attributed	No	Yes	=	is best better known	#
147411	to DJ Fresh	Yes	Yes	=	by DJ Fresh	=
Gold Verdict: REFUTES

104386	Tenacious D	Yes	Yes	=	Tenacious D	=
104386	started in 1997	Yes	Yes	=	began in 1997	=
Gold Verdict: REFUTES

207543	Mel B	Yes	Yes	=	Mel B	=
207543	released a song	Yes	Yes	=	released a single	=
207543	on Virgin Records	Yes	Yes	=	on Virgin Records	=
207543	in 2007	Yes	Yes	=	in 1996	|
Gold Verdict: SUPPORTS

128123	Mohra	Yes	Yes	=	Mohra	=
128123	is a truck	No	Yes	=	is a film	#
Gold Verdict: REFUTES

86175	Hourglass	Yes	Yes	=	Hourglass	=
86175	is performed by a Russian singer-songwriter	Yes	Yes	=	is performs in a Russian singer-songwriter	=
Gold Verdict: REFUTES

73623	Papua comprised all of Indonesia	Yes	Yes	=	Papua comprising most of Indonesia	=
Gold Verdict: NOT ENOUGH INFO

229316	A working animal	Yes	Yes	=	A working animal	=
229316	is trained	Yes	Yes	=	is trained	=
229316	to perform	Yes	Yes	=	to perform	=
229316	life saving tasks	Yes	Yes	=	tasks	=
Gold Verdict: NOT ENOUGH INFO

21775	Vedam	Yes	Yes	=	Vedam	=
21775	was written and directed by Christopher Nolan	Yes	Yes	=	is written and directed by Christopher Nolan	=
Gold Verdict: REFUTES

112988	Men	Yes	Yes	=	Men	=
112988	in Black II stars eight children	Yes	Yes	=	in Black II starring action Smith Lara action comedy Smith	|
Gold Verdict: NOT ENOUGH INFO

43608	Magic Johnson	Yes	Yes	=	Magic Johnson	=
43608	was a tap dancer	Yes	Yes	=	was a tap dancer	=
Gold Verdict: REFUTES

66638	The Adventures	Yes	Yes	=	The Adventures	=
66638	of Pluto Nash	Yes	Yes	=	of Pluto Nash	=
66638	was reviewed	No	Yes	=	received is not reviews	#
66638	by Ron Underwood	Yes	Yes	=	by Ron Underwood	=
Gold Verdict: REFUTES

63502	Viola Davis	Yes	Yes	=	Viola Davis	=
63502	appeared in Kate & Leopold	Yes	Yes	=	played in Kate & Leopold	=
63502	as Darth Maul	Yes	Yes	=	as Darth Maul	=
Gold Verdict: NOT ENOUGH INFO

227130	New Orleans Pelicans	Yes	Yes	=	New Orleans Pelicans	=
227130	compete	Yes	Yes	=	compete	=
227130	in the National Football Association	No	Yes	=	in the National Basketball Association	#
Gold Verdict: REFUTES

150730	Caroline Kennedy	Yes	Yes	=	Kennedy	=
150730	is a Catholic	Yes	Yes	=	is the Catholic	=
Gold Verdict: NOT ENOUGH INFO

134710	Starrcade was an annual professional wrestling event	Yes	Yes	=	Starrcade was an annual professional wrestling event	=
134710	that began in 1988	Yes	Yes	=	beginning in 1988	=
Gold Verdict: REFUTES

114567	Seohyun	Yes	Yes	=	Seohyun	=
114567	is a dog	No	Yes	=	has an actress	#
Gold Verdict: REFUTES

71986	Steve Wozniak	Yes	Yes	=	Steve Wozniak	=
71986	was born	Yes	Yes	=	is born	=
71986	after the Apple II	No	Yes	=	while the Apple II	#
71986	came	Yes	Yes	=	developed	=
71986	out	Yes	Yes	=	known	=
Gold Verdict: REFUTES

34412	Jayasudha	Yes	Yes	=	Jayasudha	=
34412	is an actor	Yes	Yes	=	is an actress	=
34412	that stars	Yes	Yes	=	stars	=
34412	in Daag	Yes	Yes	=	in Daag	=
Gold Verdict: REFUTES

80124	Sikkim	Yes	Yes	=	Sikkim	=
80124	is a part	Yes	Yes	=	is a	=
80124	of the World Bank	Yes	Yes	=	of India	|
Gold Verdict: NOT ENOUGH INFO

43776	Colin Kaepernick	Yes	Yes	=	Colin Kaepernick	=
43776	is a poker player	No	Yes	=	is a football quarterback	#
Gold Verdict: REFUTES

88464	The Road to El Dorado stars	Yes	Yes	=	The Road to El Dorado stars	=
88464	Tim Allen	Yes	Yes	=	Tim Rice	|
Gold Verdict: NOT ENOUGH INFO

60977	The highest point	Yes	Yes	=	the highest point	=
60977	of the Hindu Kush is Everest	Yes	Yes	=	in the Hindu Kush being peaks	=
Gold Verdict: REFUTES

102702	Ashton Kutcher was directed by George Clooney	Yes	Yes	=	Ashton Kutcher became film by	|
Gold Verdict: NOT ENOUGH INFO

4713	Tool has won three Oscars	Yes	Yes	=	Tool has won three Awards	=
Gold Verdict: REFUTES

72080	Psych is a required course in California	Yes	Yes	=	Psych is an created series on American	|
Gold Verdict: NOT ENOUGH INFO

76289	Raees film) stars a Buddhist	Yes	Yes	=	Raees film It stars Mahira Siddiqui	|
Gold Verdict: NOT ENOUGH INFO

223343	2015 was the year when the principal photography of The Disaster Aritst (film	No	Yes	=	2015 December the Principal photography of The Disaster Artist ( film	#
223343	started	Yes	Yes	=	began	=
Gold Verdict: SUPPORTS

38125	The Armenian Genocide	Yes	Yes	=	The Armenian Genocide	=
38125	was the killing	Yes	Yes	=	was s extermination	=
38125	of Armenians	Yes	Yes	=	of Armenians	=
38125	who were mostly	Yes	Yes	=	mostly	=
38125	Ottoman natives	No	Yes	=	Ottoman	#
Gold Verdict: SUPPORTS

201095	There is a British actor name Marcus Bentley	No	Yes	=	is a British actor born Marcus Bentley	#
Gold Verdict: SUPPORTS

148988	John Dolmayan was born	Yes	Yes	=	John Dolmayan is born	=
148988	in northern Lebanon	Yes	Yes	=	in northern Lebanon	=
Gold Verdict: NOT ENOUGH INFO

128229	Advertising	Yes	Yes	=	Advertising	=
128229	is an sound-based manner of marketing communication	Yes	Yes	=	is an audio nonpersonal form of marketing communication	!
Gold Verdict: SUPPORTS

121189	The Others 2001 film	Yes	Yes	=	The Others 2001 film	=
121189	lost Best Film	Yes	Yes	=	lost Best Film	=
Gold Verdict: REFUTES

223766	Ralph Fults	Yes	Yes	=	Ralph Fults	=
223766	was born January 23 1911 died	Yes	Yes	=	was January 23 1911	|
223766	in prison	Yes	Yes	=	a prison	=
Gold Verdict: NOT ENOUGH INFO

166647	Anne Rice	Yes	Yes	=	Anne Rice	=
166647	was born in Fort Lauderdale	Yes	Yes	=	was born in Fort Lauderdale	=
Gold Verdict: REFUTES

51098	Stephen Hillenburg	Yes	Yes	=	Stephen Hillenburg	=
51098	was fascinated	Yes	Yes	=	became fascinated	=
51098	with politics	No	Yes	=	with art	#
51098	as a student	Yes	Yes	=	while a studying	<
Gold Verdict: REFUTES

135457	Rupert Murdoch	Yes	Yes	=	Rupert Murdoch	=
135457	has control	Yes	Yes	=	had control	=
135457	of The Galactic Empire	Yes	Yes	=	of the of America	|
Gold Verdict: NOT ENOUGH INFO

100973	Angela Bassett	Yes	Yes	=	Angela Bassett	=
100973	gave	Yes	Yes	=	given delivered	=
100973	out a master	Yes	Yes	=	a master	=
100973	of fine arts degree	Yes	Yes	=	of fine arts degree	=
Gold Verdict: NOT ENOUGH INFO

179042	Congressional Space Medal	Yes	Yes	=	Congressional Space Medal	=
179042	of Honor	Yes	Yes	=	of Honor	=
179042	is the highest award	Yes	Yes	=	is The highest award	=
179042	given	Yes	Yes	=	given	=
179042	only to astronauts	Yes	Yes	=	individual for astronaut statutes	!
179042	by NASA	Yes	Yes	=	by NASA	=
Gold Verdict: SUPPORTS

158439	The Penibaetic System is also called Sistema Penibético	Yes	Yes	=	The Penibaetic System is Sistema Penibético	=
158439	in Spanish	Yes	Yes	=	in Spanish	=
Gold Verdict: NOT ENOUGH INFO

186983	Bermuda Triangle	Yes	Yes	=	Bermuda Triangle	=
186983	is in the western part	Yes	Yes	=	is in the western part	=
186983	of the Atlantic Ocean	Yes	Yes	=	of the Atlantic Ocean	=
186983	near Florida	Yes	Yes	=	in the western part	|
Gold Verdict: NOT ENOUGH INFO

182276	Saturn Corporation	Yes	Yes	=	Saturn Corporation	=
182276	is also known	Yes	Yes	=	is also known	=
182276	as Toyota LLC	No	Yes	=	as LLC	#
Gold Verdict: REFUTES

67212	John Dolmayan	Yes	Yes	=	John Dolmayan	=
67212	is Armenian-American and Indian	No	Yes	=	is Armenian Lebanese-born American and	#
Gold Verdict: REFUTES

9944	The Armenian Genocide took place in the Ottoman Empire	Yes	Yes	=	The Armenian Genocide was within the Ottoman Empire	=
9944	the Republic of Turkey	Yes	Yes	=	the Republic of Turkey	=
Gold Verdict: NOT ENOUGH INFO

77566	Randy Savage	Yes	Yes	=	Randy Savage	=
77566	has a motto	Yes	Yes	=	was the phrase	=
Gold Verdict: NOT ENOUGH INFO

113333	Margaret Thatcher was the first woman to lead	Yes	Yes	=	Margaret Thatcher became the first woman to lead	=
113333	a major political party in the United Kingdom	Yes	Yes	=	a major political party in the United Kingdom	=
Gold Verdict: REFUTES

196972	Diwali	Yes	Yes	=	Hindu	|
196972	originated	Yes	Yes	=	indigenous	=
196972	in India	Yes	Yes	=	in India	=
Gold Verdict: NOT ENOUGH INFO

165898	Alice Cooper	Yes	Yes	=	Alice Cooper	=
165898	has been working in his field	Yes	Yes	=	is career an whose	<
165898	for over 50 years	Yes	Yes	=	over five decades	>
Gold Verdict: SUPPORTS

153303	EA Black Box	Yes	Yes	=	EA Black Box	=
153303	was a picture game developer	No	Yes	=	was a video game developer	#
Gold Verdict: SUPPORTS

206168	Palo Alto	Yes	Yes	=	Palo Alto	=
206168	California is 50 miles from the San Francisco Bay Area	Yes	Yes	=	California is northwest located from in the San Francisco Bay Area	!
Gold Verdict: NOT ENOUGH INFO

183611	Finding	Yes	Yes	=	Finding	=
183611	Dory	Yes	Yes	=	Dory	=
183611	was written	Yes	Yes	=	was written	=
183611	by anyone an American	No	Yes	=	by an American	#
Gold Verdict: REFUTES

192980	Roland Emmerich	Yes	Yes	=	Roland Emmerich	=
192980	campaigns	Yes	Yes	=	campaigner	=
192980	for the straight community	Yes	Yes	=	for the openly community	!
Gold Verdict: NOT ENOUGH INFO

156856	Stephen Colbert hosts	Yes	Yes	=	Stephen Colbert hosted	=
156856	guests	Yes	Yes	=	guest	=
Gold Verdict: NOT ENOUGH INFO

49997	Rupert Murdoch	Yes	Yes	=	Rupert Murdoch	=
49997	has control	Yes	Yes	=	had control	=
49997	of News Corp	Yes	Yes	=	of News Corporation	=
49997	has been criticized	Yes	Yes	=	found highly critical	=
Gold Verdict: NOT ENOUGH INFO

140466	Wildfang	Yes	Yes	=	Wildfang	=
140466	is a US-based women	Yes	Yes	=	is a US-based women	=
140466	's apparel company featuring pants that are tomboyish	Yes	Yes	=	' s apparel company featuring clothing that is tomboyish	=
140466	in style	Yes	Yes	=	in style	=
Gold Verdict: NOT ENOUGH INFO

157685	Bessie Smith	Yes	Yes	=	Bessie Smith	=
157685	was married	No	Yes	=	was singer	#
157685	on April 15, 1894	Yes	Yes	=	an April 15 , 1894	|
Gold Verdict: REFUTES

73978	Speech recognition	Yes	Yes	=	Speech recognition	=
73978	incorporates	Yes	Yes	=	incorporates	=
73978	knowledge and research	Yes	Yes	=	knowledge and research	=
73978	into multiple fields	No	Yes	=	to closely fields	#
Gold Verdict: SUPPORTS

46513	The filming of Dilwale Dulhania Le Jayenge finished in August 1995	Yes	Yes	=	The shot Dilwale Dulhania Le Jayenge in September August 1995	|
Gold Verdict: SUPPORTS

76795	Tim Roth	Yes	Yes	=	Tim Roth	=
76795	's full name is not Timothy Simon Roth	Yes	Yes	=	an English actor is born Timothy Simon Roth	!
Gold Verdict: NOT ENOUGH INFO

58341	Nuuk	Yes	Yes	=	Nuuk	=
58341	is the largest military center	No	Yes	=	is the largest cultural economic centre	#
58341	of Greenland	Yes	Yes	=	Greenland	=
Gold Verdict: REFUTES

54418	Paris	Yes	Yes	=	Paris	=
54418	Paris Hilton album	Yes	Yes	=	Paris Hilton album	=
