91198	Colin Kaepernick	Yes	Yes	=	Colin Kaepernick	=
91198	became	Yes	Yes	=	became	=
91198	a starting quarterback during the 49ers 63rd season in the National Football League	Yes	Yes	=	a starter starter in the 49ers season professional	=

194462	Tilda Swinton is a vegan	No	Yes	=	Tilda Swinton is a fashion muse	#

137334	Fox 2000 Pictures released the film Soul Food	Yes	Yes	=	Fox 2000 Pictures released a film Soul Food	=

166626	Anne Rice was born in New Jersey	Yes	Yes	=	Anne Rice spent Born in New Orleans Texas	|

111897	Telemundo	Yes	Yes	=	Telemundo	=
111897	is a English-language television network	Yes	Yes	=	is an Spanish-language television network	|

89891	Damon Albarn 's debut album	Yes	Yes	=	Damon Albarn whose the debut album	=
89891	was released in 2011	Yes	Yes	=	was released in 1991	|

181634	There is a capital called Mogadishu	Yes	Yes	=	is the capital as Mogadishu	=

219028	Savages	Yes	Yes	=	Savages	=
219028	was exclusively	Yes	Yes	=	is based	>
219028	a German film	Yes	Yes	=	a American film	|

194372	Happiness	Yes	Yes	=	Happiness	=
194372	in Slavery is a gospel song	Yes	Yes	=	in Slavery is a industrial rock song	|
194372	by Nine Inch Nails	Yes	Yes	=	by Nine Inch Nails	=

108281	Andrew Kevin Walker is only Chinese	Yes	Yes	=	Andrew Walker is born Canadian	|

140846	Shooter	Yes	Yes	=	Shooter	=
140846	is an expert marksman	Yes	Yes	=	an expert marksman	=
140846	who tries to stop	No	Yes	=	who is to	#
140846	the assassination	Yes	Yes	=	the kill	=
140846	of the president	Yes	Yes	=	of the president	=

110177	House is a sitcom	No	Yes	=	House is an drama	#

204361	The Cretaceous ended	Yes	Yes	=	The Cretaceous ended	=

54168	Murda Beatz	Yes	Yes	=	Murda Beatz	=
54168	's real name is Marshall Mathers	Yes	Yes	=	the stage name is Aubrey Graham	|

105095	Nicholas Brody is a character on Homeland	Yes	Yes	=	Nicholas Brody is a character on Homeland	=

18708	Charles Manson	Yes	Yes	=	Charles Manson	=
18708	has been proven	Yes	Yes	=	was found	=
18708	innocent	Yes	Yes	=	first-degree guilty	!
18708	of all crimes	No	Yes	=	of all murder	#

90809	Sean Penn	Yes	Yes	=	Sean Penn	=
90809	is only ever a stage actor	Yes	Yes	=	became first a leading actor	!

167997	Don Bradman	Yes	Yes	=	Don Bradman	=
167997	retired	Yes	Yes	=	retirement	=
167997	from soccer	Yes	Yes	=	of cricket	|

150773	L.A. Reid	Yes	Yes	=	L.A . Reid	=
150773	has served	Yes	Yes	=	has served	=
150773	as the CEO	Yes	Yes	=	as the CEO	=
150773	of Arista Records	Yes	Yes	=	of Arista Records	=
150773	for four years	No	Yes	=	L.A. Reid He has served	#

204443	Brad Wilk helped co-found Rage	Yes	Yes	=	Brad Wilk helped co-found Rage	=
204443	in 1962	Yes	Yes	=	in 1991	|

192714	CBS	Yes	Yes	=	CBS	=
192714	is the network that aired	Yes	Yes	=	The series multi-camera from aired	=
192714	The Millers	Yes	Yes	=	The Millers	=

71182	Annette Badland	Yes	Yes	=	Julia Holland	|
71182	was in the 2015 NBA Finals	Yes	Yes	=	ran for 2002 2005 series	|

159706	Edgar Wright	Yes	Yes	=	Edgar Wright	=
159706	is a person	Yes	Yes	=	is an actor	<

107786	Ann Richards	Yes	Yes	=	Ann Richards	=
107786	was professionally involved in politics	Yes	Yes	=	was 45th of from politician	<

166846	Drake Bell put out an EP	Yes	Yes	=	Drake Bell released released an EP	=

140764	Janet Leigh	Yes	Yes	=	Janet Leigh	=
