91198	Colin Kaepernick	Yes	Yes	=	Colin Kaepernick	=
91198	became	Yes	Yes	=	became	=
91198	a starting quarterback during the 49ers 63rd season in the National Football League	Yes	Yes	=	a starter starter in the 49ers season professional	=
Gold Verdict: NOT ENOUGH INFO

166626	Anne Rice was born in New Jersey	Yes	Yes	=	Anne Rice spent Born in New Orleans Texas	|
Gold Verdict: NOT ENOUGH INFO

219028	Savages	Yes	Yes	=	Savages	=
219028	was exclusively	Yes	Yes	=	is based	>
219028	a German film	Yes	Yes	=	a American film	|
Gold Verdict: REFUTES

194372	Happiness	Yes	Yes	=	Happiness	=
194372	in Slavery is a gospel song	Yes	Yes	=	in Slavery is a industrial rock song	|
194372	by Nine Inch Nails	Yes	Yes	=	by Nine Inch Nails	=
Gold Verdict: NOT ENOUGH INFO

18708	Charles Manson	Yes	Yes	=	Charles Manson	=
18708	has been proven	Yes	Yes	=	was found	=
18708	innocent	Yes	Yes	=	first-degree guilty	!
18708	of all crimes	No	Yes	=	of all murder	#
Gold Verdict: REFUTES

167997	Don Bradman	Yes	Yes	=	Don Bradman	=
167997	retired	Yes	Yes	=	retirement	=
167997	from soccer	Yes	Yes	=	of cricket	|
Gold Verdict: NOT ENOUGH INFO

197381	Simón Bolívar	Yes	Yes	=	Simón Bolívar	=
197381	is only known	No	Yes	=	was leading known	#
197381	as Simón Bolívar	Yes	Yes	=	as Bolívar	=
Gold Verdict: REFUTES

215136	Private Lives is a three act play from 1930	Yes	Yes	=	Private Lives is a three acts comedy by 1930	=
Gold Verdict: NOT ENOUGH INFO

227362	Giada	Yes	Yes	=	Giada	=
227362	at Home was only available	Yes	Yes	=	at Home is hosted	!
227362	on DVD	Yes	Yes	=	by Television cable television	|
Gold Verdict: REFUTES

55658	James VI I was a major advocate	No	Yes	=	James VI was a major advocate	#
55658	of a single parliament	Yes	Yes	=	of a single parliament	=
55658	for Scotland and England	Yes	Yes	=	for Scotland and England	=
Gold Verdict: SUPPORTS

107039	In the End	Yes	Yes	=	In the End	=
107039	has baseball	Yes	Yes	=	was WWE	|
107039	in it	Yes	Yes	=	It	=
Gold Verdict: NOT ENOUGH INFO

207543	Mel B	Yes	Yes	=	Mel B	=
207543	released	Yes	Yes	=	released	=
207543	a song	Yes	Yes	=	a musician	<
207543	on Virgin Records in 2007	No	Yes	=	on Virgin Records when	#
Gold Verdict: SUPPORTS

128123	Mohra	Yes	Yes	=	Mohra	=
128123	is a truck	No	Yes	=	is a film	#
Gold Verdict: REFUTES

86175	Hourglass is performed	No	Yes	=	Hourglass is album	#
86175	by a Russian singer-songwriter	Yes	Yes	=	a Russian singer , songwriter	=
Gold Verdict: REFUTES

73623	Papua comprised all of Indonesia	Yes	Yes	=	Papua comprising most of Indonesia	=
Gold Verdict: NOT ENOUGH INFO

112988	Men	Yes	Yes	=	Men	=
112988	in Black II stars	Yes	Yes	=	in Black II starring	=
112988	eight children	Yes	Yes	=	11 performer	|
Gold Verdict: NOT ENOUGH INFO

43608	Magic Johnson was a tap dancer	No	Yes	=	Stretch Johnson was a tap dancer	#
Gold Verdict: REFUTES

66638	The Adventures	Yes	Yes	=	The Adventures	=
66638	of Pluto Nash	Yes	Yes	=	of Pluto Nash	=
66638	was reviewed	No	Yes	=	received is not reviews	#
66638	by Ron Underwood	Yes	Yes	=	by Ron Underwood	=
Gold Verdict: REFUTES

26839	Hedda Gabler	Yes	Yes	=	Hedda Gabler	=
26839	's world premiere	Yes	Yes	=	world premiere	=
